1048585	7187158
2	4339068
524332	740662
1048642	7187023
524447	7573433
524447	7573434
524447	7573435
786674	7936549
1048876	7887620
1048917	7186456
786786	7807976
524699	7697755
1048995	7895593
786857	7777221
524722	7471189
873886	7913234
524733	3399995
786918	7736237
786937	7867876
1049085	7186309
262232	7395566
524835	7499564
524848	7670356
1049200	7850460
1049221	7922017
1049329	7186077
1049368	7911799
787255	4216689
262974	7301412
1049456	6121038
1049774	7185662
1049791	7185644
525534	7560662
1288	7473138
1049894	22297
787784	7724077
1049955	7185448
1050007	7826444
525779	7706458
263670	7592553
811852	7941856
1576	7668392
525868	7633123
306105	7377517
1050231	7185139
1050253	3255432
1050275	7185091
526013	7638663
263889	7457216
788431	7865636
264150	7383302
526331	580824
788484	7963717
1050670	7939566
1050670	7939573
1050695	7184656
264284	5471184
1050747	7831366
1050778	7184530
2235	7609417
264410	7367042
788702	7776257
1050857	5269929
437291	7679571
1050923	7184191
526671	2294786
788851	7774972
264594	7320812
830531	7890019
1051095	7911726
1051108	7183936
1051112	7183892
789037	7810187
1051211	7183753
1051214	1590950
1051223	7183716
1051229	7183698
1051257	7183652
264827	7071066
526984	7630382
1051279	7183615
1051285	7183600
1051307	7183532
1051339	7183442
1051352	7183414
1051372	7183368
2798	7800991
1051422	7183229
789292	7842289
1051475	7183163
1051475	7183167
789332	5553013
1051520	1782428
1051530	7183057
2962	658625
2962	7314664
1051571	5049881
961705	7915039
1038859	7203676
1091234	7930804
1051723	7182394
1051755	7928929
1051808	7182286
527568	7503570
1051886	7744645
1051902	7182169
527625	7586017
1051942	7182094
1051943	7182080
527769	7708458
527769	7708460
1052115	7181909
527853	4262196
265729	7369987
790059	6955954
1052274	7181518
790178	7946325
265960	7324982
528117	7642185
1052421	7889259
1052427	7919722
838116	7951555
1052563	2882149
1052585	7181095
1091264	7928349
1052615	7181049
1052640	7180994
830812	7970442
1052717	7819204
1005595	7254457
1052948	7864772
568709	7696003
1052965	1916842
1052985	7180637
528760	7431816
528760	7431817
1053111	7727900
528841	7552368
528841	7552369
525047	7716369
266760	7682835
1053219	787613
1053253	7180308
4696	7716223
791140	7968596
266920	3200880
791223	7809698
529090	7569884
267012	7365925
267012	7365930
529230	7453570
4947	7581255
4947	7581263
1053611	7179705
830973	4814057
1053716	7179425
568841	7451712
267341	2504788
1053896	7179316
1053901	7179283
1053931	7179178
1053931	7179185
1053992	436967
1053997	7963118
267566	3730799
791862	7886772
1054023	7178977
791916	7825906
568895	6026974
267644	7353185
918424	7949299
1054186	7178665
1054189	7178616
529918	7601069
1054328	7178294
792187	7953301
1054339	7178272
1093231	7765557
1054438	6689409
1054450	7178052
1054451	7178038
1054468	7177918
5925	7696217
44686	7996794
1054593	7177597
1054595	7177568
1054610	3402482
1091163	7937339
1054707	7177367
792595	7769532
6217	7431269
1091337	7923366
792688	7826565
530572	7519104
530572	7519106
792742	7725822
530601	7691286
1054923	7177087
1054958	7176974
1054969	7176952
792847	7868810
1054999	7176922
1055125	7176742
1055176	7176667
1055197	7176630
1055351	7804887
531142	2730772
1091360	7921339
1055505	7175875
793475	7769865
831302	7907875
242713	7368360
1055717	7175599
531490	3550561
1215	7395960
1055889	7175462
1093487	7743266
1055940	7175394
531676	7597704
1056057	7175200
1056060	7175177
831380	7943000
1056163	7174952
1056211	7174859
1056265	7174734
307118	7076536
1056303	7174634
166111	7992745
1056420	7750562
1056437	7174419
1056446	7174389
1056482	7890259
7968	7906749
1056548	7796544
270140	7732066
1056580	7174285
794469	7796577
1056644	7174191
1056726	7173996
1056758	7173901
794625	1095403
525660	7534090
1100134	1849766
1056850	7896426
270422	7400778
1056950	7856272
270520	7712150
270521	5579807
1057015	7173581
270603	6382549
794893	7944680
270642	7308336
1057098	7757735
1057112	7173446
1057139	7173406
1057168	7926332
1057251	7728494
1057270	7847045
1057270	7847048
1057270	7847051
88831	8005840
8714	7586577
1057334	7173075
1057367	7173017
533105	7405441
8854	7304912
1057446	7857756
1057476	7770486
1057488	7879634
1057488	7879637
1057539	7172798
569473	7557843
1057631	7172696
1057656	7172653
9083	7067274
533398	7539872
1057708	7172572
569507	7437842
1057757	7942793
1057937	7172447
1057996	7172323
9454	7368996
1058036	1136320
1058100	7924112
795991	5109723
1058140	7869294
1058141	4422656
1058142	7172010
1058165	7840665
1058182	7171905
794665	7936952
1058271	7171765
1058325	7171673
1058415	7955263
1058442	7171472
1058470	7171390
272075	7847429
1058515	7171320
796383	7843257
831784	7862048
534305	470749
1058601	7171168
1058604	1567056
569674	7424207
220151	7337562
10205	7391872
1058792	7170746
1058822	7946270
10276	7353377
1058885	7170528
10312	7308778
534617	7657954
272500	7314436
1058952	7170462
1058978	7719869
1059045	7170234
1059077	7170192
1094039	7703778
534941	7492091
272815	7564578
1059253	7169984
1059287	7169951
1059420	7169564
1059421	7169557
535142	7582911
535142	7582912
1059442	7934288
273014	7510125
1059496	7169477
1059504	7830067
11006	7298209
1059601	7169371
1059619	7881030
11050	3746070
1059646	4794440
1059698	1433239
11133	7315363
1059801	7935956
273449	431349
535599	7635516
273481	2097896
535627	7657978
273522	7373173
1059970	1203666
535743	7463331
1060039	7168992
1060040	7168976
176677	7324701
1094191	7691053
812190	7931580
1060305	7932623
1060342	6529214
1060391	7168612
798253	7950527
798284	7751486
1060462	7168511
1094249	7685719
11913	7403482
1060496	7168467
274067	7497736
1060566	7168414
274175	7611187
1060616	7817507
1060623	4052584
536480	7521718
1060795	7168247
1006922	7887291
570023	7544969
262280	2608045
1060868	7168155
1060881	7168121
613727	7528586
536654	7716698
45757	7473472
482666	7678527
798883	7869629
1091545	1161630
536791	7708071
798945	2652138
570068	7463236
1004258	1091351
1061167	7167846
1061210	7167801
1061237	7167765
536995	7589844
1094389	1304256
12741	296158
1061324	7167687
1061382	7167668
274981	5705062
274981	7514459
1061472	7167609
12903	6381284
275049	7523255
275137	2850054
537301	7700684
537410	7572898
308032	7549108
1061762	7167468
275355	7451398
537505	7685383
537526	3620717
275528	4294906
275534	7981576
13397	7387477
13397	7387480
537706	7555704
537761	551283
275629	7536587
537825	7663200
1062190	7865852
1062223	7167072
1062233	7167039
537995	7701413
1062332	7166808
1062334	7166795
1062350	7166774
275997	39460
1062457	7855269
800318	7750358
1062511	7166524
838453	7864452
1062589	7166455
538309	7706370
1062603	7890184
1094605	7656967
1062609	7166417
538333	7672042
538340	7655600
276208	3551563
46040	7373090
1062687	7166303
14151	7073772
276298	114752
1062744	7166234
1062744	7166235
276329	2134969
276338	7316160
276348	7342165
1062784	7166120
832508	7909974
1062928	7165889
1062961	7165819
471850	7481663
576601	7433767
800987	7786574
1063177	7812997
818798	5501299
818798	6419354
1063349	7165391
1063371	7165375
276979	7635087
1063461	7165265
1063478	7165224
14947	7541530
14963	7598530
539278	7509051
15039	7366186
801478	7862679
15063	7436698
